Q23_1,Extra,emotstab,Open,consc,Agree,Age,ideo,dideo,educ,race,income,gender,partyid,PartyID,infpp,polcar,businessC,socialC,CivicDuty,Candidate,lovePols,issue,supprty,servePub
I have absolutely no interest in holding elective office at any time in the future.,3,2,2.714285850524902,3,2.599999904632568,46,Conservative,Conservative,Graduate Degree,White,5,Female,Strong Republican,Republican,8,8,10,7,7,9,8,8,9,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.25,2.571428537368774,3,1.799999952316284,41,Moderate,Moderate,Some College,White,2,Male,Lean Republican,Independent,4,1,1,7,5,7,7,6,6,7
I have absolutely no interest in holding elective office at any time in the future.,2,1,1.857142925262451,1.799999952316284,2,55,Moderate,Moderate,High School,White,3,Male,Strong Democrat,Democrat,5,4,5,6,5,4,4,5,6,4
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,.5,3,1.200000047683716,3,24,Moderate,Moderate,Some College,White,1,Female,Independent,Independent,0,0,0,0,10,6,0,10,6,10
I have absolutely no interest in holding elective office at any time in the future.,1,2,2.285714149475098,2.599999904632568,.4000000953674316,51,Moderate,Moderate,Some College,White,3,Male,Independent,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2,1.5,1.428571462631226,3,1,48,Moderate,Moderate,Some College,White,3,Male,Strong Democrat,Democrat,2,2,5,2,3,8,1,7,8,5
I am open to the possibility of holding elective office in the future.,2,1.25,2,1.799999952316284,2,43,Very Conservative,Conservative,Bachelors Degree,White,3,Female,Republican,Republican,10,6,10,6,10,8,5,6,6,6
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2,1.714285612106323,2,2.599999904632568,41,Moderate,Moderate,Less than High School,White,2,Female,Republican,Republican,8,8,7,8,10,5,7,9,1,10
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.75,1,2.799999952316284,3,55,Somewhat Conservative,Conservative,Some College,White,7,Female,Lean Republican,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,.25,1.857142925262451,2.200000047683716,2.200000047683716,41,Somewhat Liberal,Liberal,Some College,White,1,Female,Independent,Independent,1,3,9,8,1,1,3,3,2,2
,2.400000095367432,2,1.714285612106323,2.400000095367432,2.599999904632568,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2.75,2.571428537368774,2.799999952316284,2.200000047683716,36,Moderate,Moderate,High School,White,3,Male,Independent,Independent,5,0,3,0,0,0,0,7,0,5
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.5,2.285714149475098,2.400000095367432,1.400000095367432,54,Moderate,Moderate,High School,White,5,Male,Lean-Democrat,Independent,5,1,3,0,6,6,1,7,4,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2,2,2.400000095367432,2.200000047683716,37,Conservative,Conservative,Bachelors Degree,Black,3,Female,Independent,Independent,8,0,2,2,2,0,5,8,0,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.5,2.571428537368774,2.799999952316284,2.799999952316284,49,Conservative,Conservative,High School,White,7,Male,Strong Republican,Republican,1,1,2,2,1,1,3,0,1,3
I have absolutely no interest in holding elective office at any time in the future.,2,1,1.857142925262451,2.599999904632568,3,38,Conservative,Conservative,High School,Black,1,Female,Strong Democrat,Democrat,9,1,6,9,9,6,8,10,9,8
I am open to the possibility of holding elective office in the future.,2.200000047683716,1.5,2.428571462631226,2.599999904632568,2.799999952316284,55,Moderate,Moderate,High School,White,3,Male,Lean Republican,Independent,8,5,8,9,10,8,5,9,9,5
I am open to the possibility of holding elective office in the future.,.5999999046325684,2.75,.2857143878936768,1,.4000000953674316,53,Moderate,Moderate,Bachelors Degree,White,1,Male,Lean-Democrat,Independent,8,7,9,8,8,8,7,7,8,8
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2,2,2.400000095367432,2.400000095367432,37,Somewhat Conservative,Conservative,High School,White,6,Male,Independent,Independent,1,10,5,5,10,1,6,10,1,10
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1,1.571428537368774,1.400000095367432,1,40,Very Liberal,Liberal,High School,Black,2,Female,Strong Democrat,Democrat,2,3,2,2,6,9,2,2,2,1
I am open to the possibility of holding elective office in the future.,3,2.75,2.714285850524902,2.799999952316284,3,51,Very Conservative,Conservative,Bachelors Degree,White,2,Male,Strong Republican,Republican,10,1,1,1,5,0,5,10,6,7
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.25,2.142857074737549,2.599999904632568,1.200000047683716,45,Conservative,Conservative,Bachelors Degree,White,3,Male,Democrat,Democrat,1,1,1,1,2,1,1,2,1,1
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,1.25,2.857142925262451,2.400000095367432,3,52,Somewhat Liberal,Liberal,Bachelors Degree,Black,7,Male,Strong Democrat,Democrat,9,10,9,9,9,9,9,9,9,9
I have absolutely no interest in holding elective office at any time in the future.,1,.75,1.428571462631226,2.400000095367432,3,52,Conservative,Conservative,Less than High School,White,1,Male,Republican,Republican,10,0,0,0,6,6,2,8,5,9
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1,1.571428537368774,2.400000095367432,2.200000047683716,39,Liberal,Liberal,Bachelors Degree,White,3,Male,Lean-Democrat,Independent,6,5,6,9,8,8,1,8,7,9
I am open to the possibility of holding elective office in the future.,1.599999904632568,1.5,1.571428537368774,1.799999952316284,1.599999904632568,36,Moderate,Moderate,Bachelors Degree,White,3,Male,Strong Democrat,Democrat,7,6,7,7,7,8,5,7,6,5
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2.5,1.142857074737549,1.799999952316284,2.599999904632568,52,Liberal,Liberal,Some College,Black,2,Male,Democrat,Democrat,1,1,1,2,5,1,1,10,8,8
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.75,1.857142925262451,2.200000047683716,2.599999904632568,45,Liberal,Liberal,Some College,Black,3,Female,Strong Democrat,Democrat,9,8,8,9,9,8,9,10,8,9
,2.599999904632568,2.5,2.285714149475098,2.599999904632568,2,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.75,1,2,2,54,Conservative,Conservative,Some College,White,4,Male,Lean Republican,Independent,5,0,5,5,6,5,5,7,7,5
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2,1.714285612106323,2.599999904632568,2.599999904632568,37,Conservative,Conservative,Bachelors Degree,White,2,Male,Strong Democrat,Democrat,5,5,5,5,5,5,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.25,2.571428537368774,3,2.799999952316284,53,Liberal,Liberal,Some College,White,2,Male,Independent,Independent,0,0,5,4,4,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,.75,1.857142925262451,2.200000047683716,2.799999952316284,60,Moderate,Moderate,Some College,White,1,Female,Independent,Independent,2,1,1,1,1,1,2,1,1,2
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2,2.142857074737549,2.799999952316284,2.400000095367432,56,Very Conservative,Conservative,High School,White,3,Male,Lean Republican,Independent,0,0,0,0,7,3,0,5,0,5
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.5,1.714285612106323,3,1.799999952316284,52,Liberal,Liberal,Some College,White,5,Female,Strong Democrat,Democrat,10,10,1,0,8,8,9,8,7,8
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.75,2.428571462631226,3,3,46,Somewhat Conservative,Conservative,Some College,White,2,Female,Independent,Independent,5,5,5,5,9,8,5,5,5,10
I have absolutely no interest in holding elective office at any time in the future.,2,.75,1.714285612106323,2.799999952316284,3,49,Somewhat Liberal,Liberal,Some College,Hispanic,1,Male,Democrat,Democrat,6,6,5,3,8,8,5,5,7,8
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.5,1.857142925262451,2,1.799999952316284,59,Very Conservative,Conservative,Graduate Degree,White,5,Female,Strong Republican,Republican,4,0,1,1,1,2,0,7,1,3
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,1.857142925262451,3,1.400000095367432,26,Somewhat Conservative,Conservative,Graduate Degree,White,2,Female,Republican,Republican,6,5,4,5,6,5,4,6,4,6
I have absolutely no interest in holding elective office at any time in the future.,3,1.5,.8571429252624512,2.799999952316284,1.400000095367432,37,Conservative,Conservative,Some College,White,5,Female,Strong Republican,Republican,2,1,2,4,4,3,2,2,2,3
I am open to the possibility of holding elective office in the future.,2.200000047683716,1.75,2.428571462631226,2.599999904632568,3,39,Very Liberal,Liberal,Some College,White,4,Male,Strong Democrat,Democrat,10,8,3,5,10,3,7,10,8,10
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.75,2,2.200000047683716,2,42,Moderate,Moderate,High School,White,5,Female,Independent,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2,3,2.285714149475098,2.599999904632568,2,54,Moderate,Moderate,Bachelors Degree,White,5,Male,Independent,Independent,7,1,4,1,7,5,2,5,1,1
I have absolutely no interest in holding elective office at any time in the future.,1,1,1.714285612106323,2.599999904632568,2,23,Somewhat Liberal,Liberal,High School,White,2,Female,Strong Republican,Republican,5,5,5,5,5,5,5,5,10,7
I have absolutely no interest in holding elective office at any time in the future.,1,1.5,1.571428537368774,2,2.799999952316284,51,Moderate,Moderate,Bachelors Degree,White,3,Male,Democrat,Democrat,7,7,7,8,7,6,7,7,7,7
I am open to the possibility of holding elective office in the future.,1.400000095367432,1,1.714285612106323,2.599999904632568,3,44,Somewhat Conservative,Conservative,Bachelors Degree,White,5,Female,Strong Republican,Republican,8,2,1,1,8,5,0,1,5,7
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.25,2.142857074737549,2.400000095367432,2.200000047683716,51,Somewhat Conservative,Conservative,High School,White,2,Male,Republican,Republican,5,3,4,5,5,4,4,5,6,4
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1,2.428571462631226,2.400000095367432,2.599999904632568,38,Moderate,Moderate,Some College,White,2,Male,Democrat,Democrat,9,7,8,7,7,7,9,8,8,8
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1,1.571428537368774,2.200000047683716,1.799999952316284,51,Somewhat Conservative,Conservative,Some College,White,4,Male,Lean Republican,Independent,9,6,6,6,9,5,6,8,6,8
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,.75,.4285714626312256,1.200000047683716,1.400000095367432,47,Somewhat Liberal,Liberal,Bachelors Degree,White,2,Male,Democrat,Democrat,0,0,0,0,2,0,0,1,0,0
I am open to the possibility of holding elective office in the future.,2,2,1.857142925262451,1.799999952316284,2.200000047683716,45,Moderate,Moderate,High School,White,5,Female,Independent,Independent,7,8,7,7,7,7,7,7,8,7
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,1.5,2.142857074737549,2.400000095367432,2,35,Liberal,Liberal,Bachelors Degree,Asian,4,Male,Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1.75,1.714285612106323,2.599999904632568,2.799999952316284,22,Somewhat Liberal,Liberal,Some College,Hispanic,2,Female,Democrat,Democrat,7,5,7,8,7,8,6,9,9,6
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.25,1.857142925262451,2.599999904632568,2.799999952316284,57,Conservative,Conservative,Graduate Degree,White,4,Female,Republican,Republican,6,0,2,3,5,1,0,6,4,6
I have absolutely no interest in holding elective office at any time in the future.,2,2,1.571428537368774,2.200000047683716,2,63,Somewhat Conservative,Conservative,High School,White,5,Female,Strong Democrat,Democrat,5,1,1,1,4,7,1,6,3,4
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.5,2.428571462631226,2.200000047683716,3,24,Conservative,Conservative,Less than High School,White,4,Female,Lean Republican,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.5,2.714285850524902,2.400000095367432,3,48,Conservative,Conservative,Some College,White,7,Female,Republican,Republican,10,10,10,10,10,10,10,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.25,1.285714387893677,2.200000047683716,1,23,Conservative,Conservative,Some College,White,3,Female,Republican,Republican,5,5,5,5,5,5,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,.4000000953674316,1.25,1.428571462631226,2.400000095367432,1.400000095367432,38,Somewhat Conservative,Conservative,Graduate Degree,White,3,Female,Lean Republican,Independent,0,0,1,1,4,6,0,8,2,5
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,2.5,1.571428537368774,2.400000095367432,1.200000047683716,25,Moderate,Moderate,High School,Black,3,Male,Independent,Independent,3,5,4,5,5,7,3,3,3,3
I have absolutely no interest in holding elective office at any time in the future.,2,2,1.142857074737549,2.599999904632568,2.799999952316284,42,Liberal,Liberal,Bachelors Degree,White,6,Female,Strong Democrat,Democrat,4,0,1,1,7,5,2,8,0,1
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,2,2.142857074737549,2.599999904632568,2,50,Conservative,Conservative,Bachelors Degree,White,4,Male,Strong Republican,Republican,3,3,4,4,5,3,4,5,4,5
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.25,1.571428537368774,2.400000095367432,1.400000095367432,52,Moderate,Moderate,Bachelors Degree,Hispanic,1,Male,Lean Republican,Independent,2,0,0,0,1,2,0,3,1,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1,2,1,1,56,Moderate,Moderate,Some College,White,6,Male,Independent,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2.5,1.571428537368774,2.799999952316284,2.400000095367432,41,Moderate,Moderate,Graduate Degree,White,1,Female,Independent,Independent,5,5,5,5,5,5,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2,1.857142925262451,2.599999904632568,2.799999952316284,53,Conservative,Conservative,Bachelors Degree,White,4,Male,Strong Republican,Republican,7,1,6,5,5,7,2,2,9,4
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.5,2,1.599999904632568,1.400000095367432,24,Moderate,Moderate,Some College,Asian,1,Male,Independent,Independent,5,5,5,5,5,5,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2.25,2.285714149475098,2.599999904632568,2.599999904632568,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,2.599999904632568,.75,2.857142925262451,2.400000095367432,3,41,Very Liberal,Liberal,Graduate Degree,White,1,Female,Strong Democrat,Democrat,10,7,1,10,10,10,10,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.75,1.142857074737549,2.599999904632568,2,41,Moderate,Moderate,High School,White,2,Female,Lean-Democrat,Independent,0,0,0,0,0,5,0,0,0,0
,2.200000047683716,2,1.571428537368774,3,2.599999904632568,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,1.25,1.571428537368774,2.200000047683716,2.599999904632568,46,Somewhat Liberal,Liberal,Bachelors Degree,White,3,Female,Democrat,Democrat,1,1,1,1,1,1,1,5,1,1
,2.200000047683716,1.5,1.857142925262451,3,2.400000095367432,,,,,,,,,,,,,,,,,,,
,2.599999904632568,2.75,1.571428537368774,3,2.799999952316284,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.75,1.857142925262451,2.400000095367432,3,50,Very Liberal,Liberal,Some College,White,4,Male,Independent,Independent,7,0,4,2,7,2,0,7,1,7
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.25,2,2.599999904632568,2.799999952316284,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.25,1.714285612106323,2,1.799999952316284,45,Somewhat Conservative,Conservative,Some College,White,7,Male,Republican,Republican,3,3,4,5,6,6,2,6,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,1.75,2.571428537368774,2.799999952316284,2.599999904632568,25,Moderate,Moderate,Some College,White,1,Female,Independent,Independent,10,1,1,1,10,10,10,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.75,1.428571462631226,2.400000095367432,2.200000047683716,56,Moderate,Moderate,Some College,White,2,Female,Democrat,Democrat,0,0,0,0,5,6,0,5,5,0
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,.75,1.714285612106323,2.400000095367432,1.799999952316284,39,Moderate,Moderate,High School,White,2,Female,Democrat,Democrat,0,0,0,0,6,0,0,2,0,4
I am open to the possibility of holding elective office in the future.,2,2.25,1.857142925262451,2.599999904632568,1.799999952316284,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.25,1.285714387893677,1.599999904632568,1.599999904632568,49,Somewhat Liberal,Liberal,Some College,White,2,Female,Independent,Independent,1,0,0,0,1,0,0,2,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1,1.857142925262451,1.400000095367432,1.599999904632568,54,Somewhat Conservative,Conservative,Some College,Black,2,Male,Strong Democrat,Democrat,5,6,6,8,5,6,7,5,7,8
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2,1.714285612106323,2.400000095367432,1.599999904632568,40,Conservative,Conservative,Graduate Degree,White,6,Male,Republican,Republican,5,1,5,5,4,5,2,6,3,6
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,1.200000047683716,2,1.142857074737549,2.599999904632568,2.400000095367432,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,1.857142925262451,3,2.799999952316284,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,1.599999904632568,1.75,1.714285612106323,2.599999904632568,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.5,2.428571462631226,2.599999904632568,2.599999904632568,52,Somewhat Conservative,Conservative,Some College,White,2,Female,Lean-Democrat,Independent,7,4,4,5,6,5,4,8,5,7
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2,2,2.599999904632568,1.200000047683716,48,Moderate,Moderate,Bachelors Degree,White,3,Male,Independent,Independent,6,0,0,0,0,0,0,6,0,7
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,2.599999904632568,2,2.571428537368774,2.799999952316284,3,53,Moderate,Moderate,Bachelors Degree,Black,5,Male,Independent,Independent,9,9,10,9,9,9,9,10,7,8
,,,,,,,,,,,,,,,,,,,,,,,,
,1.799999952316284,2.25,1.285714387893677,2,2.400000095367432,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,.5,2.142857074737549,2.200000047683716,3,23,Very Liberal,Liberal,Some College,White,4,Female,Strong Democrat,Democrat,8,2,1,1,8,5,5,9,8,9
,1.200000047683716,2,1.285714387893677,2.599999904632568,3,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.5999999046325684,2,.8571429252624512,1.599999904632568,1,43,Moderate,Moderate,High School,White,3,Female,Independent,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.75,1.857142925262451,2.799999952316284,2.400000095367432,,,,,,,,,,,,,,,,,,,
,1.400000095367432,2.75,1.142857074737549,2.799999952316284,2,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,2.799999952316284,3,2.714285850524902,3,2.799999952316284,47,Liberal,Liberal,High School,White,2,Male,Lean-Democrat,Independent,9,6,10,10,10,8,8,10,8,10
,2,2,1.428571462631226,2,2.599999904632568,,,,,,,,,,,,,,,,,,,
,2,2.25,1.857142925262451,2.200000047683716,2.799999952316284,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.4000000953674316,2,.7142856121063232,2,.5999999046325684,20,Somewhat Conservative,Conservative,Some College,White,3,Male,Lean Republican,Independent,0,1,2,1,1,1,0,7,0,1
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2,2.285714149475098,2.799999952316284,2,56,Somewhat Liberal,Liberal,Graduate Degree,White,7,Female,Lean-Democrat,Independent,6,0,4,6,9,0,0,6,0,9
,1.599999904632568,1.75,1.285714387893677,1,1.799999952316284,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,1,2,2.200000047683716,2.599999904632568,58,Moderate,Moderate,Some College,White,1,Female,Democrat,Democrat,5,3,2,3,2,3,2,7,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,2.799999952316284,1.25,2.285714149475098,2,2.400000095367432,43,Conservative,Conservative,Bachelors Degree,White,5,Male,Democrat,Democrat,9,8,9,9,8,9,9,8,8,8
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.5,2.714285850524902,2.599999904632568,2.200000047683716,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,1.75,2,2.400000095367432,2.400000095367432,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.25,1.571428537368774,2.599999904632568,2.400000095367432,23,Somewhat Conservative,Conservative,Some College,White,1,Female,Republican,Republican,1,1,0,2,4,4,1,3,4,6
,1.200000047683716,2,1.285714387893677,1.599999904632568,1.200000047683716,,,,,,,,,,,,,,,,,,,
,2.599999904632568,.5,1,2.599999904632568,2,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2.5,1.857142925262451,3,1.400000095367432,44,Moderate,Moderate,Some College,Black,2,Female,Strong Democrat,Democrat,9,10,10,9,10,9,10,9,10,10
I have absolutely no interest in holding elective office at any time in the future.,2,2.75,2.857142925262451,1.599999904632568,3,53,Liberal,Liberal,Some College,Black,2,Male,Strong Democrat,Democrat,8,9,9,5,8,9,9,10,9,10
I am open to the possibility of holding elective office in the future.,2.400000095367432,1.25,2.714285850524902,2.400000095367432,2.200000047683716,21,Somewhat Liberal,Liberal,Some College,Multi-Racial,8,Female,Lean-Democrat,Independent,8,5,5,1,6,2,5,8,4,8
,,,,,,,,,,,,,,,,,,,,,,,,
,.5999999046325684,2,.4285714626312256,.5999999046325684,.7999999523162842,,,,,,,,,,,,,,,,,,,
,1,1.5,2.142857074737549,3,2.599999904632568,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.75,1.714285612106323,1.400000095367432,1.599999904632568,45,Moderate,Moderate,High School,White,2,Male,Strong Democrat,Democrat,2,0,0,0,6,7,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1,2.285714149475098,2.799999952316284,2.799999952316284,45,Moderate,Moderate,Bachelors Degree,White,5,Female,Strong Democrat,Democrat,5,6,5,5,7,4,4,6,5,5
,,,,,,,,,,,,,,,,,,,,,,,,
,1.799999952316284,1.25,2.571428537368774,2.200000047683716,2.200000047683716,,,,,,,,,,,,,,,,,,,
,1.799999952316284,1.75,2.857142925262451,2.599999904632568,2.400000095367432,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,.25,1.714285612106323,1.599999904632568,2.799999952316284,45,Moderate,Moderate,Some College,White,1,Female,Independent,Independent,2,2,1,1,2,1,2,7,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.75,2.428571462631226,2.599999904632568,3,50,Conservative,Conservative,Some College,White,8,Female,Strong Republican,Republican,10,0,0,3,10,8,6,10,9,7
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.25,2.285714149475098,2.799999952316284,2.200000047683716,55,Somewhat Liberal,Liberal,Bachelors Degree,White,1,Male,Strong Democrat,Democrat,5,0,0,0,10,8,0,8,10,8
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,2,2,2.599999904632568,3,43,Moderate,Moderate,Some College,Multi-Racial,5,Female,Independent,Independent,0,5,7,0,9,5,0,0,0,10
,2,1.25,2.285714149475098,2.599999904632568,2.400000095367432,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,1.400000095367432,1.5,1.142857074737549,2,2.400000095367432,21,Moderate,Moderate,High School,White,3,Female,Independent,Independent,6,5,7,6,7,7,5,5,5,6
,,,,,,,,,,,,,,,,,,,,,,,,
,1.799999952316284,3,1.857142925262451,2,2,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,3,.75,3,2.400000095367432,3,48,Conservative,Conservative,Bachelors Degree,White,4,Male,Strong Democrat,Democrat,10,8,8,9,9,10,10,10,9,9
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1,2.285714149475098,2.400000095367432,3,45,Very Liberal,Liberal,High School,White,1,Male,Lean-Democrat,Independent,1,1,1,1,0,1,0,1,1,1
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.5,2.571428537368774,3,1.599999904632568,32,Conservative,Conservative,Bachelors Degree,White,4,Male,Republican,Republican,6,7,6,2,2,2,1,6,6,1
,,,,,,,,,,,,,,,,,,,,,,,,
,1.400000095367432,1.75,1.857142925262451,2,2,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.2000000476837158,3,1,2.799999952316284,.4000000953674316,,,,,,,,,,,,,,,,,,,
,2.200000047683716,1.75,2.714285850524902,2.599999904632568,2.799999952316284,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,2.200000047683716,1.75,2,2.799999952316284,2.400000095367432,,,,,,,,,,,,,,,,,,,
,2.200000047683716,2.75,1.571428537368774,2.200000047683716,1.599999904632568,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,.7999999523162842,1.5,1.142857074737549,3,2,,,,,,,,,,,,,,,,,,,
